fixture_id,name,halftime,minute,Successful.Passes_home,Successful.Passes_away,Ball.Possession_home,Ball.Possession_away,Goals_home,Goals_away,Attacks_home,Attacks_away,Yellowcards_home,Yellowcards_away,Redcards_home,Redcards_away,Penalties_home,Penalties_away
19135258,Osasuna vs Leganés,1st-half,35,88,73,56,44,0,1,46,26,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,36,88,76,54,46,0,1,46,28,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,37,99,78,56,44,0,1,47,29,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,38,105,79,56,44,0,1,47,31,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,39,105,79,56,44,0,1,51,31,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,40,116,79,58,42,0,1,52,31,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,41,116,79,58,42,0,1,56,32,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,42,116,79,58,42,0,1,57,34,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,43,127,82,58,42,0,1,57,34,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,44,133,82,59,41,0,1,61,36,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,45,137,95,58,42,0,1,61,40,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,46,137,95,58,42,0,1,61,48,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,47,144,100,58,42,0,1,63,48,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,48,150,101,58,42,0,1,64,49,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,49,150,101,58,42,0,1,68,50,0,1,0,0,0,0
19135258,Osasuna vs Leganés,1st-half,50,150,101,58,42,0,1,68,51,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,51,178,109,59,41,0,1,68,54,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,52,178,109,59,41,0,1,68,55,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,53,187,128,57,43,0,1,70,57,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,54,198,130,58,42,0,1,72,58,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,55,198,131,58,42,0,1,72,59,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,56,198,132,57,43,0,1,72,60,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,57,198,132,57,43,0,1,74,60,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,58,200,133,57,43,0,1,80,61,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,59,204,134,57,43,0,1,81,61,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,60,204,134,57,43,0,1,83,61,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,61,207,134,58,42,0,1,84,62,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,62,215,135,58,42,0,1,85,64,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,63,225,145,58,42,0,1,87,66,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,64,225,145,58,42,0,1,91,66,0,1,0,0,0,0
19135258,Osasuna vs Leganés,2nd-half,65,231,155,57,43,0,1,92,66,0,1,0,0,0,0
